Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
CARMAConcept,2,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WxDE,0,13,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,22,15,7,2,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ads-traffic-regs,1,12,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,1,1,0,1,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arena_camera_ros,0,0,0,1,0,1,1,1,100%,1,100%,N/A,N/A,0,0,0,0,N/A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
autoware.ai,2,7,12,0,0,0,0,0,N/A,0,N/A,N/A,N/A,233,151,49,1,3,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
autoware.auto,2,6,3,0,0,0,0,0,N/A,0,N/A,N/A,N/A,18,18,0,0,3,6,6,0,0,0,0,0,0,3,3,0,0,2,1,2,2,0,0
avt_vimba_camera,3,6,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,96,71,25,0,6,15,9,6,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
c1t_razor_imu_m0_driver,0,5,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1t_rplidar_driver,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1t_vesc_driver,0,5,0,2,2,0,0,0,N/A,0,N/A,0%,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1t_zed_driver,0,5,0,1,1,0,0,0,N/A,0,N/A,0%,3,0,0,0,0,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carla-simulation,0,1,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-1-tenth,12,11,6,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-analytics-fotda,1,14,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,12,12,0,1,4,7,7,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0
carma-base,1,13,7,7,1,6,0,0,N/A,0,N/A,29%,10,158,123,35,2,2,21,12,9,0,0,0,0,0,5,5,0,0,4,2,2,2,0,0
carma-cadillac-srx-2013-controller-driver,0,8,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,24,18,6,0,1,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-carla-integration,1,13,1,8,8,0,8,8,100%,0,0%,N/A,N/A,17,13,4,1,12,7,6,1,0,0,0,0,0,5,5,0,0,3,2,2,2,0,0
carma-cloud,21,11,12,9,9,0,7,7,100%,6,86%,0%,7,34,29,5,1,11,10,8,2,1,1,0,0,0,2,2,0,0,2,0,2,2,0,0
carma-cohda-dsrc-driver,9,9,7,2,1,1,1,1,100%,1,100%,0%,0,105,76,29,0,4,17,10,7,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
carma-config,2,13,9,5,2,3,1,1,100%,0,0%,0%,5,222,159,42,4,3,20,12,8,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
carma-delphi-esr-driver,4,8,3,2,0,2,1,1,100%,1,100%,0%,2,57,50,7,0,3,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-delphi-srr2-driver,0,8,1,1,0,1,0,0,N/A,0,N/A,0%,2,61,51,10,2,3,10,5,5,0,0,0,0,0,3,3,0,0,2,1,2,2,0,0
carma-freightliner-2012-controller-driver,0,8,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,19,14,5,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-garmin-lidar-lite-v3-driver-wrapper,0,8,2,1,1,0,0,0,N/A,0,N/A,0%,0,77,59,18,0,5,11,7,4,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
carma-lightbar-driver,1,9,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,67,48,19,1,4,10,7,3,0,0,0,0,0,4,4,0,0,2,1,2,2,0,0
carma-message-filters,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,4,4,0,0,9,3,3,0,0,0,0,0,0,2,2,0,0,0,2,2,2,0,0
carma-messenger,13,11,10,6,5,1,2,0,0%,0,0%,50%,6,178,143,32,0,5,20,12,8,2,2,0,0,1,9,9,0,0,9,1,4,4,0,0
carma-mobileye-driver,0,5,0,1,0,1,1,1,100%,1,100%,N/A,N/A,0,0,0,0,N/A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-msgs,6,9,8,6,1,5,1,1,100%,1,100%,40%,24,195,148,47,0,4,26,15,11,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
carma-novatel-oem7-driver-wrapper,2,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,23,23,0,0,3,5,5,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0
carma-platform,345,45,104,946,795,151,207,188,91%,167,81%,12%,100,1053,912,234,207,2,38,20,18,25,25,0,0,1,25,25,0,0,0,1,7,7,0,0
carma-rtk,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-simulation,16,14,10,6,2,4,5,4,80%,3,60%,0%,154,104,59,45,35,22,15,6,9,1,1,0,0,0,10,10,0,0,6,2,3,3,0,0
carma-ssc-interface-wrapper,0,14,7,4,2,2,0,0,N/A,0,N/A,25%,12,135,88,47,1,3,16,8,8,0,0,0,0,0,5,4,1,0,3,2,3,2,1,0
carma-streets,6,6,9,140,138,2,21,21,100%,13,62%,1%,77,172,169,2,2,5,10,9,1,2,2,0,0,0,6,6,0,0,5,1,3,3,0,0
carma-torc-pinpoint-driver,0,8,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,32,26,6,0,1,11,8,3,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0
carma-torc-xgv-controller-driver,1,9,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,18,13,5,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-utils,2,9,5,2,0,2,0,0,N/A,0,N/A,100%,2,130,107,22,0,4,18,11,7,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
carma-validation,0,7,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carma-vehicle-model-framework,4,9,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,58,48,10,0,3,9,5,4,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0
carma-velodyne-lidar-driver,0,8,3,2,1,1,0,0,N/A,0,N/A,50%,0,99,73,26,0,3,14,8,6,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
carma-web-ui,4,9,5,6,3,3,1,1,100%,0,0%,20%,56,148,126,22,0,4,17,9,8,0,0,0,0,0,6,6,0,0,4,2,4,4,0,0
cav-education,0,9,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,20,16,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github_metrics,0,7,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,11,10,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mosaic,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novatel_gps_driver,1,5,4,0,0,0,0,0,N/A,0,N/A,N/A,N/A,105,83,22,0,3,13,8,5,0,0,0,0,0,4,4,0,0,3,1,2,2,0,0
opendrive2lanelet,14,2,8,0,0,0,0,0,N/A,0,N/A,N/A,N/A,19,13,6,1,6,9,5,4,0,0,0,0,0,2,2,0,0,2,0,1,1,0,0
ros1_bridge,0,0,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,18,12,6,3,0,6,5,1,0,0,0,0,0,4,2,2,0,2,1,3,2,1,0
rosbridge_suite,0,0,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumo,0,1,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
testing-training-tools,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim-bc,0,5,0,2,2,0,0,0,N/A,0,N/A,0%,93,23,23,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-cda-use-case-scenario-database,0,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices-poc,0,8,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,14,13,1,0,16,5,4,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
TOTAL,476,430,253,1160,974,186,257,235,91%,194,75%,11%,93,3789,3022,801,267,4,69,33,38,32,32,0,0,2,128,125,3,0,75,26,13,11,2,0
